Student_ID,Age,Major,Primary_AI_Tool,Task_Frequency_Daily,Main_Usage_Case,GPA_Baseline,GPA_Post_AI,Time_Saved_Hours_Weekly,AI_Ethics_Concern,Career_Confidence_Score
STU-1967749,25,Fine Arts,Claude 3.5,6,Essay Drafting,3.79,4,4,Medium,3
STU-1383001,23,Fine Arts,GitHub Copilot,2,Literature Review,2.97,2.88,3,High,6
STU-7920744,24,Business Administration,Gemini Pro,8,Literature Review,3.21,3.22,13,Low,3
STU-2464232,20,Data Science,Gemini Pro,6,Essay Drafting,2.68,2.64,10,Medium,10
STU-6012114,25,Modern History,ChatGPT-4o,7,Literature Review,2.99,3.47,13,High,3
STU-1868194,24,Data Science,Perplexity,3,Code Debugging,3.09,3.25,3,Low,6
STU-3079798,22,Biology,ChatGPT-4o,4,Essay Drafting,3.59,4,4,Medium,8
STU-9166093,22,Data Science,Claude 3.5,1,Literature Review,3.18,3.07,7,Medium,9
STU-4332012,21,Fine Arts,ChatGPT-4o,4,Exam Prep,2.96,3.44,15,Medium,9
STU-4463738,25,Software Engineering,GitHub Copilot,7,Brainstorming,2.63,2.86,3,Medium,9
STU-9509487,20,Software Engineering,GitHub Copilot,5,Exam Prep,3.94,3.79,4,High,4
STU-2891774,23,Fine Arts,Gemini Pro,10,Code Debugging,3.77,3.69,9,Medium,2
STU-1349118,23,Data Science,Gemini Pro,3,Essay Drafting,2.74,2.67,12,Medium,9
STU-8512702,20,Biology,Claude 3.5,3,Essay Drafting,3.75,4,7,Low,5
STU-4643750,25,Data Science,GitHub Copilot,4,Literature Review,3.64,3.71,15,Medium,10
STU-9758138,20,Business Administration,Gemini Pro,4,Essay Drafting,3.04,3.35,13,Medium,4
STU-1492332,25,Business Administration,GitHub Copilot,7,Exam Prep,3.35,3.49,6,Medium,2
STU-6221422,18,Software Engineering,ChatGPT-4o,8,Code Debugging,3.32,3.24,6,High,5
STU-2263937,18,Business Administration,Perplexity,4,Brainstorming,3.1,3.41,7,High,2
STU-2110232,24,Data Science,Perplexity,7,Literature Review,3.99,3.99,13,Low,10
STU-3181319,24,Biology,Claude 3.5,6,Code Debugging,3.69,3.86,15,Medium,2
STU-2335384,19,Modern History,Perplexity,8,Literature Review,3.31,3.16,7,Medium,7
STU-7189440,21,Data Science,GitHub Copilot,2,Literature Review,3.35,3.37,11,High,4
STU-1820691,25,Biology,Claude 3.5,1,Brainstorming,3.68,3.73,7,High,3
STU-3381032,25,Business Administration,Gemini Pro,9,Exam Prep,2.74,2.83,14,Low,8
STU-5581264,18,Fine Arts,Gemini Pro,1,Essay Drafting,2.58,2.56,8,Low,1
STU-8257217,21,Biology,GitHub Copilot,5,Code Debugging,2.97,3.3,6,Low,4
STU-1442582,24,Business Administration,Gemini Pro,7,Exam Prep,3.67,4,6,High,5
STU-6652073,23,Fine Arts,Perplexity,7,Literature Review,2.85,3.06,7,Medium,2
STU-8181561,20,Modern History,ChatGPT-4o,6,Essay Drafting,2.6,2.92,8,High,7
STU-3485800,22,Business Administration,Gemini Pro,9,Literature Review,3.77,3.94,8,Low,8
STU-8884369,21,Software Engineering,ChatGPT-4o,10,Essay Drafting,3.04,2.95,8,High,8
STU-1340175,25,Modern History,Claude 3.5,2,Essay Drafting,2.62,2.59,8,Medium,2
STU-3640981,23,Software Engineering,Perplexity,8,Literature Review,2.51,2.35,8,Medium,8
STU-9254711,18,Modern History,Claude 3.5,4,Exam Prep,3.27,3.07,10,High,9
STU-8957867,23,Business Administration,Perplexity,1,Literature Review,3.94,4,13,High,4
STU-3234518,19,Biology,Gemini Pro,10,Brainstorming,3.64,3.74,9,Medium,4
STU-6983625,18,Business Administration,Perplexity,6,Literature Review,3.49,3.82,6,Medium,4
STU-1399869,19,Biology,Gemini Pro,8,Brainstorming,3.71,4,9,Medium,1
STU-8619405,19,Modern History,Claude 3.5,4,Literature Review,2.87,3.05,14,Medium,4
STU-4456494,20,Business Administration,Perplexity,7,Exam Prep,2.91,3.09,8,Medium,2
STU-6130758,21,Biology,Gemini Pro,5,Code Debugging,3.77,4,13,Medium,6
STU-7932798,18,Data Science,Perplexity,9,Code Debugging,3.64,3.49,15,Medium,7
STU-4594559,23,Modern History,GitHub Copilot,10,Literature Review,3.22,3.06,5,Low,3
STU-4208081,23,Fine Arts,GitHub Copilot,10,Brainstorming,3.67,3.6,11,Medium,2
STU-6654413,18,Business Administration,ChatGPT-4o,5,Code Debugging,3.01,3.12,15,High,2
STU-9401681,24,Business Administration,ChatGPT-4o,9,Essay Drafting,3.67,3.55,12,High,5
STU-2133647,18,Fine Arts,ChatGPT-4o,10,Essay Drafting,3.29,3.51,12,High,4
STU-8786815,22,Business Administration,Claude 3.5,8,Literature Review,2.56,2.5,9,High,7
STU-4929095,24,Data Science,Claude 3.5,10,Code Debugging,2.86,3.14,7,Low,5
STU-4452624,18,Data Science,ChatGPT-4o,10,Literature Review,3.45,3.77,8,High,7
STU-2542269,22,Modern History,Perplexity,4,Code Debugging,4,4,6,Medium,8
STU-2166876,18,Modern History,ChatGPT-4o,2,Code Debugging,2.97,2.83,6,High,5
STU-4079432,21,Business Administration,GitHub Copilot,5,Exam Prep,3.4,3.5,7,Medium,2
STU-8335854,19,Data Science,Claude 3.5,6,Literature Review,3.03,3.05,14,Low,7
STU-8672415,24,Data Science,ChatGPT-4o,8,Code Debugging,3.91,4,9,High,8
STU-5925913,19,Business Administration,Perplexity,7,Brainstorming,3.41,3.82,10,Low,9
STU-2161860,19,Fine Arts,Claude 3.5,2,Essay Drafting,2.57,2.67,3,Low,4
STU-7636022,18,Fine Arts,Perplexity,7,Code Debugging,3.19,3.49,5,Low,1
STU-1537320,21,Business Administration,ChatGPT-4o,2,Literature Review,2.76,2.98,7,Medium,7
STU-7705953,21,Modern History,Gemini Pro,4,Literature Review,3.52,3.77,11,Medium,6
STU-7982316,23,Business Administration,ChatGPT-4o,1,Exam Prep,3.11,3.31,14,Medium,6
STU-7179007,20,Fine Arts,GitHub Copilot,4,Literature Review,3.11,2.99,5,Medium,10
STU-9229802,18,Modern History,Gemini Pro,1,Code Debugging,2.67,2.64,7,Medium,5
STU-7037385,20,Biology,Gemini Pro,6,Essay Drafting,3.42,3.87,9,High,2
STU-1481281,24,Software Engineering,Perplexity,3,Essay Drafting,2.92,3.09,13,Medium,5
STU-7962306,20,Modern History,ChatGPT-4o,6,Essay Drafting,3.11,3.2,15,High,6
STU-1669594,25,Business Administration,ChatGPT-4o,1,Literature Review,3.75,4,7,Low,7
STU-4400562,23,Modern History,GitHub Copilot,8,Brainstorming,3.54,3.73,6,High,5
STU-7030513,23,Modern History,Perplexity,9,Exam Prep,3.13,3.08,5,Low,5
STU-7873232,21,Data Science,Claude 3.5,6,Code Debugging,3.03,3.53,3,High,7
STU-6805497,19,Business Administration,Claude 3.5,10,Code Debugging,2.83,3.06,6,High,3
STU-6613824,22,Business Administration,GitHub Copilot,3,Brainstorming,3.78,4,8,Medium,4
STU-6700685,22,Software Engineering,GitHub Copilot,7,Literature Review,3.82,3.75,15,Medium,5
STU-4124726,20,Biology,Perplexity,7,Literature Review,2.7,2.51,10,Medium,5
STU-9426019,25,Business Administration,Gemini Pro,2,Code Debugging,3.73,3.95,12,Low,4
STU-7608067,20,Business Administration,Perplexity,4,Brainstorming,3.54,3.98,14,Low,1
STU-9813677,18,Software Engineering,ChatGPT-4o,1,Brainstorming,3.02,3.12,9,Low,4
STU-1760101,22,Business Administration,Gemini Pro,9,Exam Prep,3.41,3.89,3,High,2
STU-3678235,20,Biology,GitHub Copilot,10,Exam Prep,3,3.46,2,High,3
STU-9891042,24,Modern History,ChatGPT-4o,7,Code Debugging,3.4,3.81,11,High,1
STU-5537433,25,Data Science,Gemini Pro,10,Code Debugging,2.6,3,8,Low,4
STU-9467669,20,Software Engineering,Gemini Pro,5,Code Debugging,2.96,2.87,8,High,7
STU-8163327,24,Modern History,Perplexity,2,Exam Prep,2.88,3.27,12,High,1
STU-5175217,25,Fine Arts,Perplexity,4,Exam Prep,2.9,3.12,9,Low,2
STU-6037807,18,Fine Arts,Perplexity,4,Literature Review,3.07,3.56,13,High,4
STU-7167747,18,Fine Arts,ChatGPT-4o,4,Code Debugging,3.62,3.54,2,Medium,2
STU-7776713,21,Software Engineering,Gemini Pro,9,Brainstorming,3.88,4,8,Medium,8
STU-7715283,21,Software Engineering,Claude 3.5,6,Code Debugging,3.89,3.86,7,Medium,4
STU-1684414,20,Business Administration,GitHub Copilot,2,Essay Drafting,3.1,3.54,12,Low,6
STU-5403143,20,Software Engineering,ChatGPT-4o,4,Literature Review,2.95,2.87,6,High,9
STU-5635820,25,Fine Arts,Perplexity,2,Essay Drafting,2.84,2.99,8,Low,3
STU-3433509,24,Biology,Perplexity,10,Literature Review,2.9,3.05,4,Low,6
STU-7789235,19,Fine Arts,ChatGPT-4o,10,Brainstorming,2.7,3.05,4,Medium,4
STU-3275230,18,Biology,Claude 3.5,1,Exam Prep,3.32,3.61,11,Low,2
STU-5524746,20,Data Science,ChatGPT-4o,6,Code Debugging,2.69,2.94,7,Medium,3
STU-1286922,23,Modern History,Perplexity,5,Brainstorming,3.77,4,6,High,6
STU-3979572,22,Modern History,Gemini Pro,8,Code Debugging,3.82,4,7,Medium,4
STU-9119602,22,Business Administration,GitHub Copilot,9,Exam Prep,2.67,2.93,4,Low,5
STU-6000301,24,Data Science,Gemini Pro,9,Code Debugging,3.72,3.99,7,High,6
STU-6757535,23,Data Science,GitHub Copilot,9,Code Debugging,2.59,2.39,14,Medium,9
STU-3067154,20,Fine Arts,Gemini Pro,3,Brainstorming,2.64,2.76,4,Low,6
STU-8736017,25,Biology,Claude 3.5,10,Exam Prep,3.52,3.47,3,Low,3
STU-8881941,24,Biology,ChatGPT-4o,1,Exam Prep,3.85,4,8,High,6
STU-7051087,23,Data Science,GitHub Copilot,2,Brainstorming,3.61,4,8,High,4
STU-4656307,24,Biology,Gemini Pro,3,Literature Review,3.82,3.8,13,Medium,4
STU-8136629,22,Business Administration,Perplexity,8,Literature Review,3.72,3.67,14,Low,8
STU-5535712,22,Modern History,ChatGPT-4o,3,Literature Review,2.75,3.06,12,High,6
STU-5286962,23,Software Engineering,Gemini Pro,4,Brainstorming,2.53,2.95,13,High,9
STU-2722372,23,Software Engineering,Claude 3.5,1,Essay Drafting,3.57,4,9,Medium,1
STU-4972678,24,Biology,Gemini Pro,3,Literature Review,2.61,2.88,14,Medium,3
STU-6944388,21,Software Engineering,Perplexity,5,Exam Prep,3.98,4,3,High,9
STU-3596484,20,Data Science,GitHub Copilot,10,Brainstorming,3.73,4,15,High,4
STU-2687215,19,Biology,Gemini Pro,8,Essay Drafting,2.79,2.72,6,Low,2
STU-8415247,22,Business Administration,Perplexity,5,Essay Drafting,3.14,3.22,15,High,10
STU-6237198,20,Modern History,ChatGPT-4o,8,Code Debugging,2.72,2.59,10,Medium,5
STU-8466168,20,Software Engineering,GitHub Copilot,8,Brainstorming,3.36,3.69,6,Medium,9
STU-3521962,21,Fine Arts,Perplexity,5,Exam Prep,2.71,2.58,13,High,3
STU-9718823,24,Fine Arts,Perplexity,6,Brainstorming,3.63,4,9,Low,9
STU-9858547,25,Software Engineering,Perplexity,3,Literature Review,3.41,3.64,7,Medium,8
STU-9408946,21,Fine Arts,Gemini Pro,1,Essay Drafting,2.77,3.12,6,High,8
STU-4863802,24,Modern History,Perplexity,7,Essay Drafting,3.51,3.79,3,Low,4
STU-1566554,20,Modern History,Gemini Pro,10,Essay Drafting,2.51,2.35,3,High,10
STU-8972116,19,Software Engineering,Perplexity,9,Code Debugging,2.56,2.49,7,Low,4
STU-3211107,25,Modern History,Perplexity,5,Essay Drafting,2.94,2.91,3,Medium,5
STU-1604860,22,Fine Arts,Perplexity,9,Essay Drafting,3.42,3.34,5,Low,9
STU-6405967,18,Software Engineering,Gemini Pro,1,Brainstorming,3.95,4,4,Medium,7
STU-1823989,25,Software Engineering,Gemini Pro,2,Literature Review,2.81,3.03,15,Low,8
STU-2646645,25,Fine Arts,Perplexity,10,Code Debugging,2.87,2.94,7,Medium,2
STU-9306099,22,Business Administration,Claude 3.5,3,Code Debugging,2.88,3.35,8,High,6
STU-6309667,24,Biology,ChatGPT-4o,5,Code Debugging,2.5,2.45,14,Low,1
STU-6775081,22,Business Administration,Claude 3.5,9,Brainstorming,3.54,3.56,10,Low,9
STU-4008877,25,Business Administration,ChatGPT-4o,9,Brainstorming,2.92,2.98,5,Medium,8
STU-2046678,23,Business Administration,Gemini Pro,5,Code Debugging,3.08,3.36,12,High,5
STU-5199801,19,Modern History,GitHub Copilot,7,Essay Drafting,3.52,4,14,Medium,4
STU-2254635,24,Biology,Perplexity,9,Code Debugging,3.32,3.23,14,Medium,2
STU-1210433,23,Business Administration,Perplexity,5,Code Debugging,3.15,3.31,11,High,2
STU-2634803,18,Business Administration,GitHub Copilot,2,Essay Drafting,3.61,3.5,13,Medium,6
STU-3474837,22,Business Administration,GitHub Copilot,7,Brainstorming,3.3,3.5,13,High,8
STU-4941405,22,Business Administration,ChatGPT-4o,8,Essay Drafting,2.54,2.41,5,High,4
STU-5692352,19,Business Administration,GitHub Copilot,7,Literature Review,2.63,2.47,6,Medium,1
STU-1490509,23,Modern History,Perplexity,7,Essay Drafting,3.04,3.39,15,High,6
STU-5289661,25,Business Administration,ChatGPT-4o,10,Exam Prep,3.63,3.72,7,High,6
STU-3745669,20,Biology,GitHub Copilot,3,Exam Prep,3.49,3.47,11,Medium,9
STU-1861581,18,Fine Arts,Gemini Pro,2,Brainstorming,3.87,3.86,4,Medium,2
STU-1353344,20,Fine Arts,Gemini Pro,4,Essay Drafting,2.76,2.91,3,Medium,1
STU-7343670,22,Data Science,Perplexity,4,Code Debugging,2.83,2.98,14,Low,5
STU-3348592,18,Software Engineering,GitHub Copilot,10,Brainstorming,3.65,3.52,11,Low,2
STU-1696142,20,Biology,GitHub Copilot,9,Brainstorming,2.5,2.79,8,Low,6
STU-8725533,19,Data Science,GitHub Copilot,8,Essay Drafting,3.31,3.42,11,High,7
STU-5942876,24,Business Administration,Perplexity,3,Essay Drafting,3.34,3.43,6,Medium,2
STU-9914761,25,Fine Arts,Gemini Pro,10,Exam Prep,2.56,2.58,14,Medium,10
STU-9957572,25,Modern History,Perplexity,4,Code Debugging,3.14,3.26,10,Medium,7
STU-5563169,20,Fine Arts,Gemini Pro,1,Literature Review,3.3,3.28,5,High,4
STU-4221243,20,Business Administration,Gemini Pro,8,Essay Drafting,2.85,2.87,10,Medium,10
STU-7935034,23,Fine Arts,ChatGPT-4o,10,Literature Review,2.73,2.66,7,Low,8
STU-2683903,21,Biology,Perplexity,3,Essay Drafting,3.57,3.49,10,Low,9
STU-6551430,25,Software Engineering,Perplexity,3,Exam Prep,3.4,3.5,15,Low,3
STU-4399345,22,Business Administration,ChatGPT-4o,1,Literature Review,3.23,3.18,5,Medium,8
STU-7490673,24,Modern History,ChatGPT-4o,8,Code Debugging,2.88,2.68,11,Medium,5
STU-6391124,18,Fine Arts,ChatGPT-4o,4,Essay Drafting,3.02,3.41,9,Medium,9
STU-3399219,23,Software Engineering,GitHub Copilot,10,Exam Prep,2.91,3.03,9,Medium,9
STU-4858214,20,Modern History,GitHub Copilot,9,Exam Prep,2.87,2.69,14,Medium,2
STU-1645300,20,Software Engineering,Gemini Pro,6,Essay Drafting,2.88,3.28,15,High,3
STU-2604565,21,Business Administration,Perplexity,9,Exam Prep,2.83,3.26,12,High,9
STU-5964112,22,Modern History,Gemini Pro,9,Brainstorming,3.2,3.15,12,Low,2
STU-6894671,19,Business Administration,Perplexity,3,Code Debugging,2.57,2.75,4,Medium,5
STU-2217615,25,Data Science,Gemini Pro,8,Brainstorming,2.58,3,7,Low,6
STU-7540397,18,Fine Arts,Gemini Pro,3,Exam Prep,3.1,3.4,6,Medium,9
STU-1178524,23,Software Engineering,Claude 3.5,8,Literature Review,2.99,3.21,3,High,5
STU-2202255,25,Fine Arts,ChatGPT-4o,6,Brainstorming,3.73,4,8,High,6
STU-5058867,24,Software Engineering,GitHub Copilot,8,Exam Prep,2.53,2.67,9,High,2
STU-4589163,20,Software Engineering,Gemini Pro,4,Essay Drafting,2.5,2.91,15,High,1
STU-1647533,21,Business Administration,ChatGPT-4o,3,Brainstorming,3.35,3.81,8,Low,6
STU-6862471,22,Data Science,Claude 3.5,4,Exam Prep,3.89,4,8,Low,10
STU-8628168,18,Modern History,GitHub Copilot,9,Brainstorming,3.87,4,6,Low,8
STU-8405192,21,Biology,Perplexity,3,Brainstorming,4,3.83,5,High,10
STU-5005863,19,Software Engineering,Gemini Pro,9,Literature Review,3.89,3.97,11,Medium,10
STU-3812762,23,Fine Arts,Perplexity,2,Brainstorming,3.52,3.5,3,High,7
STU-8261008,24,Business Administration,GitHub Copilot,2,Literature Review,2.76,3.26,5,Low,1
STU-4007568,23,Biology,GitHub Copilot,6,Code Debugging,2.86,2.96,13,High,5
STU-9746916,21,Business Administration,ChatGPT-4o,4,Code Debugging,3.62,3.63,13,Medium,1
STU-7426566,19,Modern History,ChatGPT-4o,8,Brainstorming,3.56,3.57,7,Low,9
STU-1040781,18,Business Administration,Claude 3.5,6,Exam Prep,3.82,3.64,10,Low,8
STU-8584577,18,Fine Arts,GitHub Copilot,5,Code Debugging,3.23,3.64,10,High,1
STU-9513285,22,Business Administration,ChatGPT-4o,5,Essay Drafting,3.62,4,8,Medium,3
STU-2450599,24,Biology,Perplexity,9,Essay Drafting,2.69,3.16,15,Medium,6
STU-3794212,20,Biology,Perplexity,3,Exam Prep,2.5,2.89,11,Medium,5
STU-6440403,20,Modern History,ChatGPT-4o,4,Exam Prep,2.99,3.43,7,Medium,8
STU-7900384,18,Biology,GitHub Copilot,7,Exam Prep,3.37,3.29,6,Low,4
STU-9431223,18,Data Science,ChatGPT-4o,4,Exam Prep,2.94,2.78,7,Low,6
STU-8955890,24,Biology,ChatGPT-4o,3,Essay Drafting,3.49,3.56,6,High,1
STU-4174745,25,Biology,Gemini Pro,4,Exam Prep,3.39,3.59,11,High,3
STU-4394432,25,Fine Arts,Claude 3.5,6,Brainstorming,2.72,3.18,5,High,5
STU-9454580,21,Fine Arts,Claude 3.5,9,Literature Review,3.52,3.74,9,Low,9
STU-3618658,20,Biology,Claude 3.5,6,Brainstorming,3.91,4,9,Medium,9
STU-4152626,22,Data Science,Gemini Pro,8,Code Debugging,3.95,3.93,10,Medium,1
STU-5209369,24,Biology,Claude 3.5,4,Code Debugging,2.57,2.82,2,High,9
STU-8647505,24,Business Administration,GitHub Copilot,2,Code Debugging,3.82,4,14,Medium,3
STU-6336285,20,Fine Arts,Claude 3.5,3,Exam Prep,3.6,3.46,15,High,1
STU-6205933,19,Business Administration,ChatGPT-4o,8,Brainstorming,2.79,3.19,14,Medium,5
STU-1643354,23,Modern History,ChatGPT-4o,9,Essay Drafting,2.84,2.99,6,Medium,9
STU-4362975,18,Data Science,ChatGPT-4o,5,Code Debugging,2.67,2.76,4,High,4
STU-9787740,20,Biology,Perplexity,2,Exam Prep,2.61,3,11,Low,1
STU-8505588,18,Data Science,Perplexity,1,Exam Prep,2.68,3.1,15,Medium,2
STU-5022451,22,Software Engineering,GitHub Copilot,3,Essay Drafting,2.93,3.19,3,High,4
STU-7430284,18,Software Engineering,GitHub Copilot,1,Essay Drafting,3.86,4,14,High,2
STU-3781237,24,Modern History,GitHub Copilot,4,Literature Review,3.2,3.44,2,Low,7
STU-2908285,18,Business Administration,Gemini Pro,3,Literature Review,3.72,3.96,11,Low,2
STU-7213603,21,Business Administration,Perplexity,8,Essay Drafting,3.21,3.01,5,Medium,10
STU-7287617,19,Software Engineering,Claude 3.5,8,Code Debugging,2.99,3.11,8,High,10
STU-6663567,21,Data Science,Perplexity,7,Brainstorming,3.77,4,9,Low,8
STU-4307695,24,Modern History,Perplexity,7,Literature Review,3.33,3.47,11,Low,1
STU-3134541,19,Business Administration,ChatGPT-4o,2,Literature Review,3.09,3.53,5,Low,9
STU-8718709,22,Software Engineering,ChatGPT-4o,10,Brainstorming,3.1,2.99,7,High,7
STU-8795112,25,Software Engineering,Gemini Pro,9,Exam Prep,3.24,3.26,10,High,6
STU-3062868,18,Fine Arts,ChatGPT-4o,2,Code Debugging,3.28,3.5,2,High,7
STU-1089964,19,Business Administration,ChatGPT-4o,1,Brainstorming,3.67,3.75,15,Low,7
STU-4968579,18,Software Engineering,Perplexity,8,Exam Prep,2.67,3.03,10,Low,8
STU-9275890,24,Biology,Claude 3.5,10,Code Debugging,3.51,3.44,7,High,5
STU-6215932,25,Modern History,Claude 3.5,9,Code Debugging,3.73,3.85,12,Low,6
STU-4729041,20,Data Science,Claude 3.5,9,Brainstorming,3.84,3.75,8,Medium,2
STU-2361400,19,Modern History,Gemini Pro,4,Code Debugging,2.83,3.26,11,High,10
STU-1173391,20,Business Administration,Claude 3.5,7,Brainstorming,3.06,3.11,14,Medium,2
STU-5970696,24,Modern History,Gemini Pro,5,Exam Prep,3.17,3.49,11,Medium,6
STU-4535435,21,Modern History,GitHub Copilot,4,Code Debugging,3.65,3.6,9,Medium,1
STU-9849595,21,Modern History,ChatGPT-4o,8,Exam Prep,3.03,2.95,2,High,2
STU-9703716,25,Software Engineering,Perplexity,9,Brainstorming,2.98,3.28,6,High,4
STU-4730736,23,Modern History,GitHub Copilot,6,Exam Prep,2.72,2.62,14,Low,2
STU-3151700,20,Modern History,Perplexity,8,Essay Drafting,3.28,3.42,8,Low,4
STU-2136064,21,Biology,Gemini Pro,1,Exam Prep,2.87,2.9,6,Low,7
STU-7875337,25,Software Engineering,Claude 3.5,5,Essay Drafting,3.95,3.93,5,Low,2
STU-5635747,22,Business Administration,Gemini Pro,1,Code Debugging,2.96,3.39,2,Medium,1
STU-7017376,22,Software Engineering,GitHub Copilot,9,Literature Review,3.2,3.21,10,High,1
STU-3036732,24,Business Administration,GitHub Copilot,6,Essay Drafting,3.64,3.96,5,Medium,6
STU-5134099,20,Fine Arts,ChatGPT-4o,9,Brainstorming,3.74,3.69,5,High,2
STU-8359690,25,Software Engineering,Claude 3.5,5,Exam Prep,3.15,3.61,2,High,1
STU-7690650,24,Modern History,GitHub Copilot,9,Exam Prep,3.22,3.37,6,Medium,4
STU-1611971,25,Data Science,Perplexity,6,Essay Drafting,3.45,3.59,3,High,10
STU-3285862,20,Business Administration,GitHub Copilot,4,Literature Review,2.98,2.79,5,Low,4
STU-9655174,23,Modern History,GitHub Copilot,10,Code Debugging,3.59,3.88,5,High,6
STU-6783933,21,Fine Arts,GitHub Copilot,4,Code Debugging,2.8,3.02,12,High,10
STU-7249681,24,Software Engineering,Perplexity,5,Brainstorming,3.1,3.16,4,Low,1
STU-6721422,18,Business Administration,ChatGPT-4o,1,Essay Drafting,2.62,3,7,Low,8
STU-6100264,25,Modern History,Perplexity,2,Essay Drafting,3.29,3.36,8,Low,4
STU-3271275,18,Modern History,Perplexity,9,Essay Drafting,2.84,3,11,Low,9
STU-8958411,18,Software Engineering,ChatGPT-4o,8,Brainstorming,2.66,2.71,2,High,5
STU-8992921,25,Business Administration,Claude 3.5,4,Essay Drafting,3.91,3.94,5,Medium,3
STU-6778624,19,Business Administration,GitHub Copilot,5,Essay Drafting,2.87,2.9,9,Medium,4
STU-3040255,22,Fine Arts,Claude 3.5,4,Exam Prep,3.82,3.86,2,Medium,8
STU-5991883,18,Biology,Gemini Pro,6,Literature Review,3.1,3.07,14,Low,10
STU-9723179,21,Biology,Gemini Pro,5,Literature Review,3.9,3.84,14,Medium,3
STU-6319675,21,Biology,Claude 3.5,3,Exam Prep,3.78,4,13,High,6
STU-6072645,18,Data Science,ChatGPT-4o,7,Essay Drafting,2.79,3.2,4,High,6
STU-4710385,22,Fine Arts,GitHub Copilot,5,Essay Drafting,2.96,2.81,6,High,1
STU-8853489,23,Business Administration,GitHub Copilot,3,Exam Prep,3.95,4,10,Medium,5
STU-2260973,24,Software Engineering,GitHub Copilot,9,Exam Prep,2.88,2.94,2,Low,5
STU-5702723,19,Data Science,Perplexity,2,Brainstorming,3.59,3.45,14,High,4
STU-2381586,19,Business Administration,GitHub Copilot,7,Exam Prep,2.82,3.21,3,Medium,2
STU-6612878,19,Business Administration,Perplexity,6,Brainstorming,3.11,3.34,5,Medium,1
STU-7049868,23,Software Engineering,Gemini Pro,5,Literature Review,3.22,3.27,3,Medium,5
STU-1777154,24,Biology,GitHub Copilot,4,Code Debugging,3.87,4,6,High,9
STU-9622874,20,Business Administration,Claude 3.5,7,Code Debugging,3.25,3.33,11,High,6
STU-4124864,23,Fine Arts,ChatGPT-4o,9,Literature Review,3.22,3.64,12,High,7
STU-5643529,20,Data Science,Perplexity,5,Literature Review,2.72,3.21,10,Low,4
STU-1565031,19,Business Administration,Perplexity,1,Literature Review,2.72,2.76,2,Low,7
STU-6365840,18,Data Science,Gemini Pro,9,Literature Review,3.56,4,3,High,9
STU-3444583,20,Modern History,Gemini Pro,2,Essay Drafting,2.57,2.37,11,Low,9
STU-6280443,23,Business Administration,GitHub Copilot,4,Code Debugging,3.33,3.34,7,High,10
STU-5524276,21,Modern History,ChatGPT-4o,6,Essay Drafting,3.11,3.03,4,Medium,7
STU-4138129,19,Business Administration,Perplexity,9,Code Debugging,3.07,3.5,15,Low,2
STU-1910522,18,Fine Arts,ChatGPT-4o,5,Essay Drafting,3.43,3.55,4,High,2
STU-7239342,19,Fine Arts,ChatGPT-4o,7,Exam Prep,3.18,3.46,15,High,9
STU-3923828,24,Data Science,GitHub Copilot,3,Code Debugging,3.31,3.61,14,Medium,6
STU-6727867,23,Fine Arts,GitHub Copilot,10,Brainstorming,3.49,3.89,11,Low,5
STU-3298690,22,Data Science,ChatGPT-4o,6,Essay Drafting,3.34,3.59,10,Low,8
